"state","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","HLTHPLN1","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm"
34,2011,11.1728530639139,0.0529784041234423,0.0536345776031434,0.0341412561897316,0.122636588864259,54.5446133509584,0.60599362933108,0.365079365079365,0.396825396825397,0.0158730158730159,0.222222222222222,0.0256763856054636,0.32538744418177,0.648936170212766,0.0385305358396381,0.0421963965369316,0.0692613680680134,0.0960923484907573,0.100226191404727,0.122143358552375,0.149130333047344,0.382419468060214,0.52700210748156,0.47299789251844,0.544934210526316,0.0868421052631579,0.0507236842105263,0.01625,0.30125,0.891985380498629,0.729463153445118,0.149093527063289,0.603808974174001,0.370629865534324,0.381882519462137,0.247487615003539,27.2930537862703,0.20787103511291,0.316995170343297,0.298394465474481,0.129748074663882,0.0469912544054301,0.237250712250712
35,2011,11.8912896691425,0.0591495257380369,0.0533162721262529,0.0352966191792473,0.140773080609094,55.0050342759212,0.595731124561962,0.666666666666667,0.114942528735632,0,0.218390804597701,0.0458852336846588,0.355371020973065,0.598743745342276,0.0763711540800195,0.0691961571202724,0.102274109205886,0.117110543597227,0.134622400583729,0.147513073087681,0.139608415420163,0.213304146905023,0.510597507721802,0.489402492278198,0.457623509369676,0.066545996592845,0.0847529812606474,0.0313032367972743,0.359774275979557,0.852392624960034,0.740185018050541,0.177354069024286,0.483449074074074,0.378911034405968,0.363879300746019,0.257209664848012,27.3278120476562,0.173121940838476,0.281655671419451,0.329325388380507,0.148435837412215,0.0674611619493509,0.302777460281175
36,2011,10.3750960799385,0.0459097411887111,0.0513020833333333,0.0278858625162127,0.136929460580913,52.7498356776653,0.596897220426632,0.424242424242424,0.348484848484849,0.0757575757575758,0.151515151515152,0.0338233381032913,0.300637439833485,0.665539222063224,0.0668886198547216,0.0644673123486683,0.0909503631961259,0.086864406779661,0.102602905569007,0.133625907990315,0.146791767554479,0.307808716707022,0.437516271804218,0.562483728195782,0.509451179767957,0.078086299048364,0.0559249120062573,0.0379350801720767,0.318602529005345,0.886765470618825,0.745876855415063,0.158169252836093,0.609742282639479,0.404181667128219,0.350595402935475,0.245222929936306,27.0847299916921,0.188794788273616,0.324560260586319,0.310228013029316,0.126775244299674,0.0496416938110749,0.262818716727375
37,2011,11.9718096392846,0.0623042116254786,0.0646517739816032,0.0463156065345846,0.124967411141045,56.1056874945228,0.626320346320346,0.558823529411765,0.176470588235294,0.0147058823529412,0.25,0.0414242292661746,0.373165436387321,0.585410334346505,0.0668142059226473,0.0791442723153125,0.097375908947202,0.109073664242807,0.118031404784487,0.148909263357572,0.141848456107071,0.2388028243229,0.537003217671102,0.462996782328898,0.442195778684965,0.0728741422739512,0.0628854338573786,0.0222357335186311,0.399808911665074,0.866765166000348,0.723539982030548,0.175636901139031,0.431029645562518,0.35820203892493,0.365523632993513,0.276274328081557,27.6481334569045,0.164071335363201,0.300391474554154,0.305959112657677,0.151892127011744,0.0776859504132231,0.283647283647284
38,2011,8.49803664921466,0.0578199052132701,0.0545385202135774,0.0294673214960332,0.103005103005103,55.3967225609756,0.583301922352054,0.634146341463415,0.0487804878048781,0.024390243902439,0.292682926829268,0.0309609212761941,0.33094204266566,0.638097036058146,0.037521815008726,0.0471204188481675,0.0610820244328098,0.0894415357766143,0.130453752181501,0.174520069808028,0.191099476439791,0.268760907504363,0.576267978803936,0.423732021196064,0.593477436480849,0.0301478953356086,0.0595373530527114,0.0195297686765264,0.297307546454304,0.911275066212637,0.71717572391908,0.163160886867538,0.596647141991517,0.328582898434364,0.383781613809715,0.287635487755921,27.8043556804496,0.169507575757576,0.361174242424242,0.314772727272727,0.121022727272727,0.0335227272727273,0.241614782084756
39,2011,11.5102362204724,0.0638770972306448,0.0641689511625546,0.0428643469490671,0.127054552788142,55.8623011015912,0.622939284278247,0.697674418604651,0.162790697674419,0.0116279069767442,0.127906976744186,0.0144356955380577,0.415606703008278,0.569957601453664,0.0552154603288921,0.0664986196134918,0.0889449045732805,0.114992197815388,0.124474852958828,0.148121474012724,0.160004801344376,0.241747689353019,0.520466058763931,0.479533941236069,0.478749241044323,0.0587937664440397,0.0640558591378264,0.0245901639344262,0.373810969439385,0.898929725363489,0.710726351351351,0.201962966710513,0.521571152607856,0.341150016061677,0.364600064246707,0.294249919691616,27.9581218545883,0.161303339049733,0.320185614849188,0.315444365984061,0.144860284474932,0.0582063956420861,0.282926309054068
40,2011,13.2215888849305,0.0793294770393106,0.0738366571699905,0.0576402776143983,0.139663489822332,56.2025628967787,0.628182564824592,0.711920529801324,0.0960264900662252,0.00662251655629139,0.185430463576159,0.0348878186303301,0.409843768354282,0.555268413015388,0.0814015454303224,0.0828670397015721,0.0968558486544098,0.113908872901679,0.124167332800426,0.153610444977351,0.138555822009059,0.20863309352518,0.52580834803057,0.47419165196943,0.435671483961932,0.0533427329338503,0.0962284102925626,0.0218540712019739,0.392903301609682,0.855462777843114,0.659664372811783,0.218265162200282,0.378628933886314,0.343914695428361,0.344527515626915,0.311557788944724,28.0209094251747,0.139036172970425,0.281371509367268,0.336514669494521,0.155296335572051,0.0877813125957347,0.358703568827385
41,2011,10.7100098135427,0.0471515931766978,0.053831231813773,0.0396723417924831,0.158097686375321,55.653957996769,0.587161837682087,0.755888650963597,0.0299785867237687,0.00856531049250535,0.205567451820128,0.0112558289114005,0.31548480463097,0.67325936645763,0.053693760414738,0.0675800777633772,0.0736900573967784,0.105165710053694,0.123310498055916,0.16163673393816,0.163117941122014,0.251805221255323,0.530510384801159,0.469489615198841,0.446575342465753,0.0712328767123288,0.0688154713940371,0.0333601933924255,0.380016116035455,0.868957764573631,0.812171554500763,0.158436544957375,0.590917030567686,0.384963920120826,0.353918442691727,0.261117637187448,27.4397583487162,0.186535989717224,0.353470437017995,0.282937017994859,0.127088688946015,0.0499678663239075,0.336967808930426
42,2011,10.9694480102696,0.060204170665736,0.0659302121690338,0.0395573756208068,0.123408337694052,54.9227727991566,0.599443913459032,0.661157024793388,0.181818181818182,0.0165289256198347,0.140495867768595,0.0152518738016385,0.443001568764162,0.541746557434199,0.058094262295082,0.0672131147540984,0.0969262295081967,0.106762295081967,0.122745901639344,0.148565573770492,0.161577868852459,0.238114754098361,0.489214915727884,0.510785084272116,0.486125654450262,0.0662303664921466,0.0706806282722513,0.0245200698080279,0.352443280977312,0.899145000872448,0.725342402794374,0.195572278613931,0.542387297986958,0.348940092165899,0.361013824884793,0.290046082949309,27.819200921659,0.169068203650336,0.328530259365994,0.311588507553925,0.13640730067243,0.0544057287573138,0.282950084127874
44,2011,11.2430368373765,0.0561970746728253,0.0577812018489985,0.032683750191806,0.15398773006135,55.5115881163478,0.617021276595745,0.590909090909091,0.159090909090909,0.0454545454545455,0.204545454545455,0.0290055248618785,0.344689993861265,0.626304481276857,0.0547073791348601,0.0657942566339513,0.0725190839694656,0.0872410032715376,0.107051981097783,0.13776808433297,0.160668847691748,0.314249363867684,0.503074085459576,0.496925914540424,0.504839453064987,0.0848056537102474,0.0465509294822553,0.0201259794131203,0.34367798432939,0.900783289817232,0.734680884927582,0.162353666050524,0.618761177044383,0.373341960530573,0.380782918149466,0.245875121319961,27.3799175024264,0.181888425282028,0.331169834646886,0.306753206614125,0.130582599289136,0.0496059341678257,0.267958030669895
45,2011,12.3157092018302,0.0626507899447428,0.0635305149644448,0.0530150364284607,0.126220362622036,55.6411334267476,0.606039542786531,0.595744680851064,0.24468085106383,0.0265957446808511,0.132978723404255,0.0417441140024783,0.413258983890954,0.544996902106567,0.0851512373968836,0.0838680109990834,0.101741521539872,0.110082493125573,0.122914757103575,0.150412465627864,0.139413382218148,0.206416131989001,0.501861042183623,0.498138957816377,0.442201692415185,0.0829128173278472,0.0534120021737443,0.0216598090210387,0.399813679062185,0.847168347556245,0.723898099474323,0.184016170411257,0.442598438278784,0.325453367875648,0.352736398963731,0.321810233160622,28.3647692681347,0.154527788573649,0.292887679751263,0.317528177225029,0.152739992226972,0.0823163622230859,0.301681503461919
46,2011,9.86885245901639,0.0688229571984436,0.0654296875,0.037005581169619,0.11183970856102,55.9449384821537,0.598014287444001,0.563218390804598,0.0344827586206897,0.0114942528735632,0.390804597701149,0.0292298362644027,0.362886597938144,0.607883565797453,0.0518908160363947,0.0608473130508956,0.0770543076485641,0.0962468012510662,0.12823429058857,0.17202160932613,0.182115439294854,0.231589422803526,0.561658785012732,0.438341214987268,0.551473263004729,0.0417121377470595,0.056141627258397,0.0223111434461016,0.328361828543713,0.917891412607798,0.720323182100684,0.179829890643985,0.534315577383201,0.329539641943734,0.376470588235294,0.293989769820972,27.8106278772379,0.161212121212121,0.354787878787879,0.317090909090909,0.124,0.0429090909090909,0.289177705573607
