"","state","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","hlthplan","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm","full"
"1",1,2003,11.0717185385656,0.0517158047365877,0.0678294573643411,0.0377358490566038,0.1164095371669,49.7716312056738,0.642356241234222,0.6,0.3,0,0.1,0.0341600374356575,0.379971923256902,0.58586803930744,0.0688748685594111,0.0767613038906414,0.10515247108307,0.121976866456362,0.135120925341746,0.181388012618297,0.154048370136698,0.156677181913775,0.534927332395687,0.465072667604313,0.530679156908665,0.0515222482435597,0.0950819672131148,0.0332552693208431,0.289461358313817,0.882794186591655,0.707202993451824,0.238652316331306,0.439643024894317,0.390077821011673,0.335603112840467,0.27431906614786,2729.41926070039,0.175891181988743,0.322232645403377,0.278142589118199,0.149624765478424,0.074108818011257,0.235572374645222,"alabama"
"2",2,2003,8.52009184845006,0.025355359200922,0.0281093569503273,0.0149827122550903,0.126787057938299,44.828538985617,0.53921200750469,0.541666666666667,0.0833333333333333,0.0166666666666667,0.358333333333333,0.0180518992102294,0.376457314779993,0.605490786009778,0.037603305785124,0.0533057851239669,0.0690082644628099,0.0822314049586777,0.145867768595041,0.198347107438017,0.19504132231405,0.218595041322314,0.540489642184557,0.459510357815443,0.689006024096386,0.0775602409638554,0.0700301204819277,0.0218373493975904,0.141566265060241,0.836866010598032,0.79706877113867,0.272111403838916,0.593194706994329,0.378105590062112,0.370729813664596,0.251164596273292,2733.67624223602,0.231231231231231,0.337837837837838,0.30518018018018,0.0882132132132132,0.0375375375375375,0.194706994328922,"alaska"
"3",4,2003,10.2240075614367,NA,NA,NA,0.13531669865643,51.352694417554,0.620524296675192,0.714285714285714,0,0.0714285714285714,0.214285714285714,0.0301572024382419,0.336541546358678,0.63330125120308,0.0501271340355975,0.0642934980021794,0.0824555030875409,0.119142753359971,0.144569560479477,0.187068652379223,0.173265528514348,0.179077370141664,0.574590952839269,0.425409047160731,0.518743992310157,0.0458186478692727,0.0970842678628645,0.0240307593719962,0.31432233258571,0.860584645036942,0.778667520819987,0.190766271240782,0.564547206165703,0.433524065971054,0.356109054190508,0.210366879838438,2645.49949511949,0.233686917389907,0.316297010607522,0.279331404693025,0.116682738669238,0.0540019286403086,0.234289397357396,"arizona"
"4",5,2003,10.2935377875137,0.0542398777692895,0.0656934306569343,0.0274809160305344,0.115789473684211,49.5680408609996,0.626946758420862,0.75,0.078125,0.015625,0.15625,0.0195936139332366,0.41255442670537,0.567851959361393,0.0610655737704918,0.055327868852459,0.0905737704918033,0.0918032786885246,0.15,0.201229508196721,0.168032786885246,0.181967213114754,0.605587808417997,0.394412191582003,0.583787713558706,0.0388949472918939,0.0952380952380952,0.0261723009814613,0.255906942929844,0.849763550381957,0.723712835387962,0.22431941923775,0.453125,0.405058512646282,0.346923367308418,0.2480181200453,2702.06002265006,0.191736136281261,0.320043494019572,0.304820587169264,0.125045306270388,0.0583544762595143,0.229918938835667,"arkansas"
"5",6,2003,9.49088541666667,NA,NA,NA,0.135043182412981,47.4561449579832,0.582046584663701,0.5,0.205128205128205,0.141025641025641,0.153846153846154,0.0501971090670171,0.270170827858081,0.679632063074901,0.0775370581527936,0.0652793614595211,0.0638540478905359,0.0661345496009122,0.109179019384265,0.150228050171038,0.169327251995439,0.298460661345496,0.499606608969316,0.500393391030684,0.586007364544976,0.0673329826407154,0.0878485007890584,0.0412940557601262,0.217517096265124,0.872870249017038,0.792540157909066,0.15719151165837,0.622963741460851,0.42682595710019,0.353244637523758,0.219929405376052,2667.43687211512,0.245223763412719,0.345721015440984,0.269824653232138,0.101282386809736,0.0379481811044229,0.206224627875507,"california"
"6",8,2003,8.79289428076257,0.0273069679849341,0.0260514752040176,0.0169491525423729,0.125038497074222,47.1177199504337,0.585718682671591,0.476923076923077,0.0923076923076923,0.0769230769230769,0.353846153846154,0.0206407886629698,0.269870609981516,0.709488601355515,0.0355920602327173,0.0448323066392882,0.0550992470910335,0.0776865160848734,0.121149897330595,0.171457905544148,0.193702943189596,0.300479123887748,0.5629057187017,0.4370942812983,0.640764724020968,0.0487203206907185,0.0826395312981807,0.030527289546716,0.197348134443417,0.888066604995375,0.837696335078534,0.174475955610358,0.670573719925972,0.499520919833919,0.342063238581923,0.158415841584158,2574.78792717981,0.277829170521122,0.364168979340117,0.243293246993525,0.0872648781991983,0.0274437249460376,0.194902082685732,"colorado"
"7",9,2003,9.74436936936937,0.0303395619851316,0.0394604388967183,0.0168539325842697,0.125450066325564,49.2062114197531,0.593489780469341,0.576923076923077,0.230769230769231,0,0.192307692307692,0.0206870373884988,0.301575251470867,0.677737711140634,0.0315673289183223,0.033112582781457,0.0551876379690949,0.0662251655629139,0.0977924944812362,0.154525386313466,0.189403973509934,0.372185430463576,0.558426752802584,0.441573247197416,0.627298578199052,0.0593364928909953,0.0775355450236967,0.0218009478672986,0.214028436018957,0.915006640106242,0.794089789732904,0.181507499525347,0.685061845861085,0.456066102378073,0.354091092301491,0.189842805320435,2624.91616283757,0.274966837218116,0.346219442865264,0.252605647148001,0.0985408375971196,0.027667235171499,0.184835037622998,"connecticut"
"8",10,2003,10.0988764044944,NA,NA,NA,0.119402985074627,48.6672508763145,0.606858846918489,0.536585365853659,0.146341463414634,0.0487804878048781,0.268292682926829,0.0184217077420961,0.411999004232014,0.56957928802589,0.0730769230769231,0.0608974358974359,0.0554487179487179,0.0496794871794872,0.130128205128205,0.187820512820513,0.200320512820513,0.242628205128205,0.528193612774451,0.471806387225549,0.634486190594675,0.0313510823587957,0.0604628016919632,0.025379447623787,0.248320477730779,0.916127426580388,0.729534710126897,0.21373475989052,0.573880597014925,0.3801261829653,0.364353312302839,0.255520504731861,2715.82018927445,0.214676616915423,0.349004975124378,0.285074626865672,0.113432835820896,0.0378109452736318,0.184861353984512,"delaware"
"9",11,2003,8.62552594670407,0.0249221183800623,0.034446764091858,0.0270551508844953,0.120215897939156,46.4186279419129,0.586190009794319,0.210526315789474,0.526315789473684,0,0.263157894736842,0.0171821305841924,0.217967599410898,0.764850270004909,0.0481137233460908,0.0410060142154183,0.0579551667577911,0.074904319300164,0.116457080371788,0.143247676325861,0.156916347731001,0.361399671951886,0.285219970341078,0.714780029658922,0.676167076167076,0.0481572481572482,0.02997542997543,0.0525798525798526,0.193120393120393,0.927799607072692,0.810691515448749,0.189003436426117,0.679960610536681,0.51922091235264,0.305996924654024,0.174782162993337,2583.06355715018,0.301868239921337,0.352507374631268,0.229596853490659,0.0850540806293019,0.0309734513274336,0.163663663663664,"district of columbia"
"10",12,2003,11.8841666666667,NA,NA,NA,0.111397748592871,52.5723762141673,0.604732895970009,0.722222222222222,0,0.0555555555555556,0.222222222222222,0.0334117647058824,0.406117647058824,0.560470588235294,0.0582097748489841,0.0705656232839099,0.0925315760571115,0.120263591433278,0.167490389895662,0.181493684788578,0.148544755628775,0.160900604063701,0.544577746412609,0.455422253587391,0.501648610456901,0.0442769665567593,0.0682995760715968,0.0207253886010363,0.365049458313707,0.832667450058754,0.712174524982407,0.227604044204091,0.535907699552625,0.409953190440995,0.366839122936684,0.223207686622321,2687.60113328406,0.196415939636878,0.297807120962037,0.3065314784249,0.133694883282245,0.0655505776939401,0.232674446296737,"florida"
"11",13,2003,10.1867321867322,0.045949989313956,0.0545767082079931,0.0279258153911746,0.117310443490701,47.2470201397452,0.639624949041989,0.618181818181818,0.2,0.0545454545454545,0.127272727272727,0.0395756833945328,0.379436964504284,0.580987352101183,0.071079002563505,0.0659519925425309,0.0815660685154976,0.0960149149382428,0.15031461197856,0.162432999300862,0.168725238872058,0.203915171288744,0.519443307408923,0.480556692591077,0.607755102040816,0.0455102040816327,0.0771428571428571,0.0330612244897959,0.236530612244898,0.860878447395301,0.742244897959184,0.217639853001225,0.476131940176193,0.386917486105173,0.348011970927747,0.26507054296708,2730.82535271484,0.207207207207207,0.317567567567568,0.295454545454545,0.115274365274365,0.0644963144963145,0.208711808422791,"georgia"
"12",15,2003,10.052972972973,0.0220009263547939,0.0257421150278293,0.0178364605049803,0.114727608494922,48.9155844155844,0.594146116616732,0.457264957264957,0.00854700854700855,0.217948717948718,0.316239316239316,0.020823692734845,0.322304488662656,0.656871818602499,0.077375698734922,0.0709032068255369,0.0694321859370403,0.0803177405119153,0.124448367166814,0.19564577817005,0.177699323330391,0.20417769932333,0.520563770794824,0.479436229205176,0.634957284691757,0.0309397367813438,0.063264834911106,0.0247056107134611,0.246132532902332,0.916724336793541,0.815728782287823,0.168783190948973,0.495466170657987,0.519105984138428,0.320355683729873,0.160538332131699,2555.65801490026,0.224145891043398,0.323638042474608,0.325484764542936,0.10180055401662,0.0249307479224377,0.136258660508083,"hawaii"
"13",16,2003,9.29815950920245,NA,NA,NA,0.120949338201734,48.334783604305,0.611300979722032,0.768292682926829,0.0121951219512195,0,0.219512195121951,0.0161952554744526,0.377052919708029,0.606751824817518,0.0628978864272982,0.0707919531448943,0.0883626177743825,0.110516934046346,0.155334861217214,0.206518971224854,0.163738222561752,0.141838553603259,0.616297648938599,0.383702351061401,0.589901759195796,0.0386109207219557,0.101439342015079,0.0354123829106694,0.2346355951565,0.8493369913123,0.803057964399817,0.193695751484696,0.479414455626715,0.413586173787806,0.363418146903505,0.222995679308689,2668.76740278445,0.221740123315826,0.347796300525234,0.279059145923727,0.104818451701302,0.0465859785339119,0.236787445188091,"idaho"
"14",17,2003,8.78179082016554,NA,NA,NA,0.119570644033949,47.1121098626717,0.611873285108506,0.366666666666667,0.2,0.1,0.333333333333333,0.0414896275931017,0.301174706323419,0.657335666083479,0.0441475457449898,0.0435666569851873,0.0662213186174847,0.0888759802497822,0.134766192274179,0.159453964565786,0.186465291896602,0.276503049665989,0.529029029029029,0.470970970970971,0.640089977505624,0.0472381904523869,0.0807298175456136,0.0294926268432892,0.202449387653087,0.885528617845539,0.759730538922156,0.215446138465384,0.610665998998498,0.421390374331551,0.354812834224599,0.22379679144385,2671.48582887701,0.221084186859855,0.330502123407444,0.306020484636523,0.106420184861354,0.0359730202348239,0.161437246963563,"illinois"
"15",18,2003,10.0594555873926,NA,NA,NA,0.126544868350349,48.0456017269293,0.617757510729614,0.56,0.26,0,0.18,0.0212308519215265,0.414135984950282,0.564633163128191,0.0523415977961433,0.0599938781756964,0.0847872666054484,0.096112641567187,0.14692378328742,0.163758800122436,0.19589837771656,0.200183654729109,0.539081385979049,0.460918614020951,0.597846567967699,0.0508748317631225,0.0909825033647376,0.0328398384925976,0.227456258411844,0.887752355316285,0.742749731471536,0.244492208490059,0.53240118311374,0.391839016210173,0.34823923979877,0.259921743991056,2719.83035215204,0.185852608929532,0.344540075309306,0.297740720817644,0.125605164066703,0.0462614308768155,0.201965065502183,"indiana"
"16",19,2003,9.37365269461078,NA,NA,NA,0.0997732426303855,49.8545868575146,0.586273875040466,0.529411764705882,0.117647058823529,0,0.352941176470588,0.0207455429497569,0.372123176661264,0.607131280388979,0.0443636363636364,0.0512727272727273,0.0734545454545455,0.0938181818181818,0.162909090909091,0.189090909090909,0.185818181818182,0.199272727272727,0.57314304249108,0.42685695750892,0.634272756721736,0.0343375445416262,0.0573372206025267,0.0314220926465824,0.242630385487528,0.914527136821579,0.764325024279702,0.200583279325988,0.595392602206359,0.38112952316537,0.373013189042949,0.245857287791681,2711.12140683125,0.219084712755599,0.347938980850373,0.307367737747485,0.0957481337228173,0.0298604349237261,0.182682846835028,"iowa"
"17",20,2003,9.53360910031024,NA,NA,NA,0.112832505115463,48.1250735726898,0.613317757009346,0.58974358974359,0.205128205128205,0,0.205128205128205,0.0117096018735363,0.305913348946136,0.682377049180328,0.0342025059261768,0.035218421943786,0.0731459532678632,0.112428039282086,0.182187605824585,0.189637656620386,0.167287504232983,0.205892312902133,0.54856641310708,0.45143358689292,0.634317451037708,0.0315697164571763,0.0777550423852675,0.0242619117217188,0.232095878398129,0.883489461358314,0.743282710280374,0.199064600993861,0.456572769953052,0.40159901599016,0.364391143911439,0.234009840098401,2690.63806888069,0.219783435762365,0.384547848990342,0.271290605794557,0.0907228563067018,0.0336552531460345,0.167844522968198,"kansas"
