"state","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","hlthplan","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm"
1,2010,13.1610062893082,0.0764991470935573,0.0758657150409728,0.0675127567709015,0.125523012552301,57.0518148342977,0.685706833594158,0.580246913580247,0.172839506172839,0.0123456790123457,0.234567901234568,0.0389746272560816,0.456186241171855,0.504839131572064,0.0843293492695883,0.0908034528552457,0.12367197875166,0.113877822045153,0.128486055776892,0.138114209827357,0.136786188579017,0.183930942895086,0.518513672641633,0.481486327358367,0.372430946458961,0.0598245843696819,0.0781515905223197,0.017672470218615,0.471920408430423,0.875228638620329,0.653821032005225,0.186516264428122,0.29764875870222,0.308020360434723,0.363461273902875,0.328518365662402,28.4181648094649,0.130281229561805,0.251536952256377,0.330150425114454,0.185088293001962,0.102943100065402,0.31712750622461
2,2010,9.83747927031509,0.0364476386036961,0.037037037037037,0.029156010230179,0.141176470588235,50.2867457452295,0.563645621181263,0.568627450980392,0.0980392156862745,0.0392156862745098,0.294117647058824,0.0168281489036206,0.351351351351351,0.631820499745028,0.0422116527942925,0.0422116527942925,0.05410225921522,0.0576694411414982,0.0885850178359096,0.124851367419738,0.200356718192628,0.390011890606421,0.577377892030848,0.422622107969152,0.635897435897436,0.0753846153846154,0.0702564102564103,0.0148717948717949,0.203589743589744,0.81855249745158,0.753452685421995,0.203084832904884,0.542137718396711,0.321826872012746,0.38502389803505,0.293149229952204,28.0161444503452,0.190061475409836,0.349897540983607,0.311475409836066,0.108094262295082,0.0404713114754098,0.254009311950336
4,2010,11.0925207756233,0.0705800139762404,0.0719045948789898,0.0543554006968641,0.151889914649016,59.5085844428872,0.630125086865879,0.744186046511628,0.0581395348837209,0.0116279069767442,0.186046511627907,0.0469973890339426,0.312271540469974,0.640731070496084,0.0647190099411645,0.0720227226617975,0.0963684317305741,0.106106715358085,0.130249543517955,0.153175086224386,0.153175086224386,0.224183404341651,0.558813263525305,0.441186736474695,0.394208965637537,0.0603523460666318,0.0976800976800977,0.0172684458398744,0.430490144775859,0.890260869565217,0.73969027318601,0.140687729097574,0.471328671328671,0.361146381280609,0.37184835842554,0.267005260293851,27.4176600761836,0.183466666666667,0.289777777777778,0.314488888888889,0.143822222222222,0.0684444444444444,0.291848490137895
5,2010,12.1320754716981,0.088404708239419,0.0868029270754479,0.0543640897755611,0.127585347620234,59.3283283283283,0.621306183262975,0.888888888888889,0.0634920634920635,0.0158730158730159,0.0317460317460317,0.0442896242846479,0.431450609604379,0.524259766110973,0.0742153124083309,0.0836022293927838,0.10736286300968,0.115283074215312,0.120563215019067,0.175418011146964,0.124376650044001,0.19917864476386,0.545635910224439,0.454364089775561,0.413896525868533,0.05023744063984,0.0829792551862034,0.0137465633591602,0.439140214946263,0.873880597014925,0.659775840597758,0.180704823794051,0.339820359281437,0.317377731529657,0.374089490114464,0.308532778355879,28.0602731529657,0.137054572638924,0.278594567655121,0.332170446050336,0.166957388487416,0.0852230251682033,0.31427858212681
6,2010,10.2220116848255,0.0512502815949538,0.057225009866381,0.0356378786172728,0.138940494285875,55.0010125442988,0.606029924625942,0.572237960339943,0.147308781869688,0.0878186968838527,0.192634560906516,0.0728288124002735,0.263334852974698,0.663836334625028,0.0905797101449275,0.0796487349545566,0.0685335298452469,0.0695774993859003,0.102738884794891,0.122083026283468,0.140444608204372,0.326394006386637,0.539164270005075,0.460835729994925,0.462350256702795,0.0877353108956075,0.0978322875071306,0.0249857387335995,0.327096406160867,0.887407157326131,0.790829817158931,0.108755978036252,0.548301329394387,0.39009030418251,0.365553707224335,0.244355988593156,27.0860165161597,0.213823380424382,0.322001463387178,0.278662689255361,0.132211403163168,0.0533010637699105,0.24770487186708
8,2010,9.78494326044838,0.0485135717363206,0.0497538222337393,0.0278398350231999,0.140424800068794,55.7470276837629,0.592900625911001,0.709090909090909,0.0424242424242424,0.0181818181818182,0.23030303030303,0.0197679415556511,0.276751181779115,0.703480876665234,0.0408668117949733,0.046902830001979,0.0599643775974669,0.08242628141698,0.102216505046507,0.156738571145854,0.171680189986147,0.339204433010093,0.597720994475138,0.402279005524862,0.536663216011042,0.0633195307108351,0.0783298826777088,0.0139751552795031,0.307712215320911,0.890759189282034,0.796377371448193,0.142635123467449,0.570929920343686,0.415304472786061,0.370396982216634,0.214298544997306,26.6605514639842,0.223524342955623,0.353726841878501,0.274364498061181,0.106850495476088,0.0415338216286084,0.253038007411876
9,2010,10.0164705882353,0.0510688836104513,0.0556051144811181,0.0288803317535545,0.141568047337278,56.7604088381181,0.624852420306966,0.433333333333333,0.316666666666667,0,0.25,0.0261950569779488,0.292733461595383,0.681071481426669,0.0346517325866293,0.047602380119006,0.0617780889044452,0.063703185159258,0.0973048652432622,0.123731186559328,0.149107455372769,0.422121106055303,0.529542755344418,0.470457244655582,0.52848054445924,0.0707205207870987,0.0639147802929427,0.0161266459535434,0.320757508507176,0.924929806413477,0.747007536574553,0.117953294660122,0.601455733808675,0.391757387247278,0.367496111975117,0.240746500777605,27.0841430793157,0.205442583732057,0.342703349282297,0.294706937799043,0.116028708133971,0.0411184210526316,0.22072339163949
10,2010,11.4317637669593,0.0615856536101935,0.071563981042654,0.0443187175860443,0.143227937706465,56.6743742550656,0.640602920395666,0.473684210526316,0.315789473684211,0.0263157894736842,0.184210526315789,0.0127569099929128,0.354358610914245,0.632884479092842,0.0659712433042007,0.0614603890611785,0.0614603890611785,0.057513391598534,0.10177614885819,0.158725683676346,0.175923315477869,0.317169438962504,0.549042779484755,0.450957220515245,0.494572911750826,0.0497876356772062,0.038933459178858,0.0162812647475224,0.400424728645588,0.934213628861118,0.727701746106654,0.157595835305253,0.524067956583294,0.338970405371798,0.363591146480975,0.297438448147227,27.9134966426262,0.172714420358153,0.340951932139491,0.30631479736098,0.132186616399623,0.0478322337417531,0.260325702147746
11,2010,9.28450465707028,0.0399696433088793,0.0365389495052017,0.0438508064516129,0.153884964682139,55.7250639386189,0.602867203219316,0.260869565217391,0.543478260869565,0,0.195652173913043,0.0179157204138279,0.200605601816805,0.781478677769367,0.0541392151246061,0.0386708679461472,0.0567172729876826,0.0509882555141793,0.07820108851332,0.0953881409338298,0.118304210827843,0.507590948152392,0.359026369168357,0.640973630831643,0.568434343434343,0.0623737373737374,0.0318181818181818,0.020959595959596,0.316414141414141,0.950918701233325,0.796627233828341,0.137433561123766,0.627783400809717,0.451385258755881,0.334030318870883,0.214584422373236,26.5589100888657,0.241493988232284,0.345101048861601,0.278332054233819,0.100793041698644,0.0342798669736505,0.207132018209408
12,2010,12.4255927668604,0.0859267340376665,0.0940908303999077,0.0569335965439304,0.144359054938148,59.1247339660627,0.628471332137059,0.758,0.108,0.018,0.116,0.0305982515284841,0.397577281298212,0.571824467173304,0.0697360881728403,0.080049883717011,0.095149819677104,0.115541474266069,0.127574235734268,0.155043985304527,0.148875931106542,0.208028582021639,0.537581185087694,0.462418814912306,0.379546365771235,0.0733718998797182,0.0788418580674724,0.0137464917807435,0.454493384500831,0.862998459695362,0.706779370609401,0.179696449026346,0.455489869712449,0.343615473681085,0.365050619006621,0.291333907312294,27.8387679244723,0.160200142959257,0.295925661186562,0.306676197283774,0.155825589706934,0.0813724088634739,0.313672076618684
