"fips","state","county","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","HLTHPLN1","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm"
1025,1,25,2011,6.31578947368421,0.106666666666667,0.08,0.08,0.146666666666667,57,0.666666666666667,NA,NA,NA,NA,0.0266666666666667,0.533333333333333,0.44,0.0338983050847458,0.11864406779661,0.0847457627118644,0.135593220338983,0.101694915254237,0.186440677966102,0.169491525423729,0.169491525423729,0.533333333333333,0.466666666666667,0.36,0.0133333333333333,0.0533333333333333,0.0266666666666667,0.546666666666667,0.866666666666667,0.671232876712329,0.0675675675675676,0.225352112676056,0.309859154929577,0.352112676056338,0.338028169014085,28.4181690140845,0.121621621621622,0.283783783783784,0.283783783783784,0.189189189189189,0.121621621621622,0.291666666666667
1027,1,27,2011,11.3333333333333,0.0689655172413793,0.0714285714285714,0.0344827586206897,0.103448275862069,55.2413793103448,0.517241379310345,NA,NA,NA,NA,0.0689655172413793,0.586206896551724,0.344827586206897,0.125,0.0833333333333333,0.166666666666667,0.166666666666667,0.125,0.125,0.0833333333333333,0.125,0.413793103448276,0.586206896551724,0.241379310344828,0.0689655172413793,0,0.0344827586206897,0.655172413793103,0.821428571428571,0.428571428571429,0.285714285714286,0.206896551724138,0.357142857142857,0.25,0.392857142857143,29.1878571428571,0.137931034482759,0.137931034482759,0.206896551724138,0.241379310344828,0.275862068965517,0.551724137931034
1029,1,29,2011,8.57142857142857,0.2,0.15,0.1,0.15,61.35,0.5,NA,NA,NA,NA,0,0.6,0.4,0.25,0.125,0.0625,0,0.0625,0.125,0.0625,0.3125,0.65,0.35,0.3,0.1,0.1,0.05,0.45,0.95,0.6,0.05,0.25,0.25,0.55,0.2,28.1245,0.157894736842105,0.315789473684211,0.263157894736842,0.157894736842105,0.105263157894737,0.4
1031,1,31,2011,12.9090909090909,0.043010752688172,0.032258064516129,0.021505376344086,0.0752688172043011,56.6630434782609,0.795698924731183,0,0,0,1,0.032258064516129,0.344086021505376,0.623655913978495,0.0526315789473684,0.0394736842105263,0.0263157894736842,0.171052631578947,0.157894736842105,0.144736842105263,0.184210526315789,0.223684210526316,0.608695652173913,0.391304347826087,0.419354838709677,0.0537634408602151,0.0860215053763441,0.032258064516129,0.408602150537634,0.913978494623656,0.659340659340659,0.118279569892473,0.377777777777778,0.416666666666667,0.416666666666667,0.166666666666667,26.4934523809524,0.16304347826087,0.304347826086957,0.282608695652174,0.130434782608696,0.119565217391304,0.296703296703297
1033,1,33,2011,15.8461538461538,0.0826446280991736,0.0854700854700855,0.114754098360656,0.131147540983607,56.9016393442623,0.581967213114754,1,0,0,0,0.0327868852459016,0.483606557377049,0.483606557377049,0.08,0.09,0.15,0.12,0.13,0.19,0.1,0.14,0.491803278688525,0.508196721311475,0.319672131147541,0.00819672131147541,0.10655737704918,0,0.565573770491803,0.900826446280992,0.725,0.278688524590164,0.230769230769231,0.356521739130435,0.347826086956522,0.295652173913043,27.6242608695652,0.141666666666667,0.275,0.266666666666667,0.2,0.116666666666667,0.358333333333333
1039,1,39,2011,17.24,0.157894736842105,0.184210526315789,0.0789473684210526,0.24,60.6447368421053,0.697368421052632,1,0,0,0,0.118421052631579,0.539473684210526,0.342105263157895,0.163636363636364,0.109090909090909,0.127272727272727,0.109090909090909,0.145454545454545,0.181818181818182,0.0909090909090909,0.0727272727272727,0.473684210526316,0.526315789473684,0.253333333333333,0.04,0.0533333333333333,0,0.653333333333333,0.893333333333333,0.554054054054054,0.306666666666667,0.295774647887324,0.315068493150685,0.383561643835616,0.301369863013699,28.0123287671233,0.0684931506849315,0.178082191780822,0.328767123287671,0.246575342465753,0.178082191780822,0.458333333333333
1041,1,41,2011,16.5714285714286,0.0555555555555556,0.222222222222222,0,0.111111111111111,60.2222222222222,0.666666666666667,NA,NA,NA,NA,0.111111111111111,0.5,0.388888888888889,0.0666666666666667,0.333333333333333,0.133333333333333,0.133333333333333,0.0666666666666667,0.0666666666666667,0,0.2,0.444444444444444,0.555555555555556,0.333333333333333,0.111111111111111,0,0,0.555555555555556,0.833333333333333,0.555555555555556,0.222222222222222,0.176470588235294,0.277777777777778,0.444444444444444,0.277777777777778,27.6816666666667,0.166666666666667,0.0555555555555556,0.5,0.166666666666667,0.111111111111111,0.388888888888889
1043,1,43,2011,13.5652173913043,0.103896103896104,0.12987012987013,0.118421052631579,0.181818181818182,53.2597402597403,0.558441558441558,1,0,0,0,0.0649350649350649,0.415584415584416,0.519480519480519,0.0588235294117647,0.117647058823529,0.147058823529412,0.117647058823529,0.0147058823529412,0.191176470588235,0.147058823529412,0.205882352941176,0.571428571428571,0.428571428571429,0.402597402597403,0.103896103896104,0.12987012987013,0.025974025974026,0.337662337662338,0.883116883116883,0.657894736842105,0.223684210526316,0.36986301369863,0.357142857142857,0.328571428571429,0.314285714285714,28.4578571428571,0.12987012987013,0.285714285714286,0.350649350649351,0.168831168831169,0.0649350649350649,0.381578947368421
1045,1,45,2011,10.25,0.099009900990099,0.0808080808080808,0.0792079207920792,0.07,58.970297029703,0.683168316831683,NA,NA,NA,NA,0.0693069306930693,0.396039603960396,0.534653465346535,0.072463768115942,0.0434782608695652,0.130434782608696,0.130434782608696,0.144927536231884,0.101449275362319,0.188405797101449,0.188405797101449,0.52,0.48,0.26,0.07,0.09,0.02,0.56,0.95,0.663265306122449,0.158415841584158,0.26530612244898,0.306122448979592,0.316326530612245,0.377551020408163,28.4536734693878,0.14,0.19,0.36,0.2,0.11,0.454545454545455
1047,1,47,2011,12.8787878787879,0.0486486486486487,0.0659340659340659,0.0378378378378378,0.140540540540541,53.1612903225806,0.666666666666667,NA,NA,NA,NA,0.0752688172043011,0.5,0.424731182795699,0.164556962025316,0.120253164556962,0.151898734177215,0.113924050632911,0.120253164556962,0.126582278481013,0.0886075949367089,0.113924050632911,0.360215053763441,0.639784946236559,0.376344086021505,0.0860215053763441,0.0376344086021505,0.0376344086021505,0.462365591397849,0.849462365591398,0.614525139664804,0.198924731182796,0.343023255813953,0.231638418079096,0.310734463276836,0.457627118644068,30.2763276836158,0.161290322580645,0.193548387096774,0.32258064516129,0.236559139784946,0.0860215053763441,0.355932203389831
1049,1,49,2011,12.9259259259259,0.0674157303370786,0.0898876404494382,0.0888888888888889,0.0555555555555556,58.7777777777778,0.655555555555556,1,0,0,0,0.0555555555555556,0.611111111111111,0.333333333333333,0.0746268656716418,0.0895522388059701,0.104477611940299,0.149253731343284,0.194029850746269,0.134328358208955,0.149253731343284,0.104477611940299,0.533333333333333,0.466666666666667,0.3,0.0333333333333333,0.0777777777777778,0.0333333333333333,0.555555555555556,0.887640449438202,0.581395348837209,0.168539325842697,0.258823529411765,0.333333333333333,0.367816091954023,0.298850574712644,28.6098850574713,0.144444444444444,0.211111111111111,0.355555555555556,0.177777777777778,0.111111111111111,0.357142857142857
