fips,state,county,year,menthlth,heartattack,ACheartdis,stroke,asthma,age,sex,white,black,asian,race_other,educ1,educ2,educ3,income1,income2,income3,income4,income5,income6,income7,income8,married,unmarried,employed,out_of_work,homemaker,student,employ_other,hlthplan,exercise,smoke,drink,bmi_cat1,bmi_cat2,bmi_cat3,bmi_cts,genhlth_ex,genhlth_vg,genhlth_go,genhlth_fa,genhlth_po,qlactlm
1003,1,3,2000,10.81481481,NA,NA,NA,0.086956522,48.08695652,0.463768116,0.826086957,0.115942029,0.014492754,0.043478261,NA,0.420289855,0.579710145,NA,0.096774194,0.064516129,0.112903226,0.161290323,0.290322581,0.161290323,0.112903226,0.608695652,0.391304348,0.652173913,0.057971014,0.043478261,NA,0.246376812,0.855072464,0.691176471,0.289855072,NA,0.434782609,0.420289855,0.144927536,26.06086957,0.188405797,0.304347826,0.420289855,0.057971014,0.028985507,NA
1015,1,15,2000,10.5483871,NA,NA,NA,0.153846154,51.50769231,0.646153846,0.861538462,0.123076923,NA,0.015384615,0.076923077,0.523076923,0.4,0.066666667,0.116666667,0.15,0.083333333,0.216666667,0.2,0.116666667,0.05,0.6,0.4,0.461538462,0.015384615,0.076923077,0.015384615,0.430769231,0.861538462,0.630769231,0.246153846,NA,0.390625,0.375,0.234375,26.4015625,0.2,0.292307692,0.153846154,0.215384615,0.138461538,NA
1055,1,55,2000,12.64,NA,NA,NA,0.137931034,50.96551724,0.620689655,0.931034483,0.068965517,NA,NA,0.137931034,0.517241379,0.344827586,0.153846154,0.096153846,0.076923077,0.115384615,0.211538462,0.173076923,0.076923077,0.096153846,0.482758621,0.517241379,0.448275862,0.068965517,0.086206897,NA,0.396551724,0.827586207,0.637931034,0.379310345,NA,0.482758621,0.327586207,0.189655172,25.93275862,0.120689655,0.310344828,0.275862069,0.206896552,0.086206897,NA
1073,1,73,2000,11.34920635,NA,NA,NA,0.118309859,46.67335244,0.602816901,0.610169492,0.36440678,0.011299435,0.014124294,0.042253521,0.38028169,0.577464789,0.075949367,0.066455696,0.075949367,0.094936709,0.189873418,0.183544304,0.151898734,0.161392405,0.463276836,0.536723164,0.647887324,0.042253521,0.067605634,0.030985915,0.211267606,0.873239437,0.709859155,0.21529745,NA,0.356725146,0.365497076,0.277777778,27.7748538,0.223163842,0.288135593,0.299435028,0.144067797,0.039548023,NA
1077,1,77,2000,11.66666667,NA,NA,NA,0.156862745,48.33333333,0.607843137,0.882352941,0.078431373,NA,0.039215686,0.078431373,0.490196078,0.431372549,0.142857143,0.071428571,0.119047619,0.071428571,0.119047619,0.214285714,0.166666667,0.095238095,0.607843137,0.392156863,0.470588235,0.039215686,0.117647059,0.039215686,0.333333333,0.803921569,0.568627451,0.3,NA,0.375,0.458333333,0.166666667,25.73541667,0.196078431,0.294117647,0.235294118,0.117647059,0.156862745,NA
1081,1,81,2000,8.576923077,NA,NA,NA,0.083333333,41.27868852,0.590163934,0.803278689,0.180327869,NA,0.016393443,0.032786885,0.360655738,0.606557377,0.105263158,0.070175439,0.140350877,0.070175439,0.105263158,0.192982456,0.157894737,0.157894737,0.491803279,0.508196721,0.639344262,0.06557377,0.016393443,0.131147541,0.147540984,0.803278689,0.606557377,0.25,NA,0.5,0.3,0.2,26.66666667,0.213114754,0.360655738,0.262295082,0.131147541,0.032786885,NA
1089,1,89,2000,8.92,NA,NA,NA,0.096774194,48.07258065,0.64516129,0.766129032,0.193548387,0.008064516,0.032258065,0.024193548,0.266129032,0.709677419,0.03539823,0.088495575,0.061946903,0.097345133,0.17699115,0.14159292,0.185840708,0.212389381,0.596774194,0.403225806,0.620967742,0.040322581,0.072580645,0.048387097,0.217741935,0.869918699,0.790322581,0.209677419,NA,0.43220339,0.338983051,0.228813559,26.49237288,0.217741935,0.379032258,0.274193548,0.129032258,NA,NA
1097,1,97,2000,9.445945946,NA,NA,NA,0.097435897,44.75647668,0.651282051,0.644329897,0.329896907,0.005154639,0.020618557,0.025773196,0.474226804,0.5,0.101123596,0.101123596,0.095505618,0.129213483,0.162921348,0.151685393,0.157303371,0.101123596,0.538461538,0.461538462,0.61025641,0.046153846,0.092307692,0.020512821,0.230769231,0.762886598,0.666666667,0.237113402,NA,0.423280423,0.312169312,0.264550265,26.63174603,0.2,0.317948718,0.328205128,0.102564103,0.051282051,NA
1101,1,101,2000,7.441176471,NA,NA,NA,0.08490566,48.20754717,0.607476636,0.632075472,0.358490566,NA,0.009433962,0.018691589,0.420560748,0.560747664,0.098901099,0.043956044,0.065934066,0.054945055,0.21978022,0.164835165,0.186813187,0.164835165,0.53271028,0.46728972,0.663551402,0.009345794,0.037383178,0.009345794,0.280373832,0.906542056,0.700934579,0.196261682,NA,0.494845361,0.350515464,0.154639175,26.25360825,0.205607477,0.308411215,0.327102804,0.140186916,0.009345794,NA
1117,1,117,2000,10.85,NA,NA,NA,0.060606061,44.03030303,0.666666667,0.878787879,0.090909091,0.015151515,0.015151515,0.03030303,0.242424242,0.727272727,0.016949153,0.050847458,0.050847458,0.033898305,0.101694915,0.13559322,0.101694915,0.508474576,0.681818182,0.318181818,0.787878788,0.060606061,0.045454545,0.015151515,0.090909091,0.909090909,0.818181818,0.242424242,NA,0.515625,0.375,0.109375,25.7640625,0.287878788,0.363636364,0.272727273,0.045454545,0.03030303,NA
