"fips","state","county","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","hlthplan","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm"
1001,1,1,2009,13.3636363636364,0.0847457627118644,0.0169491525423729,0.05,0.101694915254237,50,0.7,0,1,0,0,0.0338983050847458,0.525423728813559,0.440677966101695,0.08,0.1,0.08,0.08,0.08,0.14,0.22,0.22,0.576271186440678,0.423728813559322,0.466666666666667,0.15,0.0333333333333333,0.0166666666666667,0.333333333333333,0.816666666666667,0.683333333333333,0.216666666666667,0.224137931034483,0.309090909090909,0.381818181818182,0.309090909090909,28.1174545454545,0.116666666666667,0.35,0.316666666666667,0.183333333333333,0.0333333333333333,0.254237288135593
1003,1,3,2009,13.5901639344262,0.104072398190045,0.0691244239631336,0.0633484162895928,0.122171945701357,58.6100917431193,0.570135746606335,0.5,0,0,0.5,0.0184331797235023,0.341013824884793,0.640552995391705,0.0225988700564972,0.0508474576271186,0.0847457627118644,0.129943502824859,0.101694915254237,0.180790960451977,0.163841807909605,0.265536723163842,0.622119815668203,0.377880184331797,0.380090497737557,0.0633484162895928,0.0542986425339367,0.00904977375565611,0.493212669683258,0.909502262443439,0.69683257918552,0.127853881278539,0.440366972477064,0.374407582938389,0.336492890995261,0.289099526066351,27.7183412322275,0.230769230769231,0.307692307692308,0.253393665158371,0.14027149321267,0.0678733031674208,0.231818181818182
1005,1,5,2009,12.24,0.0588235294117647,0.0823529411764706,0.0470588235294118,0.105882352941176,50.7058823529412,0.729411764705882,NA,NA,NA,NA,0.0588235294117647,0.541176470588235,0.4,0.0833333333333333,0.125,0.111111111111111,0.111111111111111,0.138888888888889,0.138888888888889,0.0972222222222222,0.194444444444444,0.458823529411765,0.541176470588235,0.447058823529412,0.0823529411764706,0.0941176470588235,0.0117647058823529,0.364705882352941,0.823529411764706,0.588235294117647,0.211764705882353,0.294117647058824,0.222222222222222,0.37037037037037,0.407407407407407,30.1816049382716,0.152941176470588,0.247058823529412,0.364705882352941,0.188235294117647,0.0470588235294118,0.152941176470588
1007,1,7,2009,13.4736842105263,0.0625,0.0634920634920635,0.0625,0.15625,53.265625,0.671875,0.5,0.5,0,0,0.078125,0.53125,0.390625,0.113207547169811,0.0943396226415094,0.0566037735849057,0.132075471698113,0.113207547169811,0.207547169811321,0.113207547169811,0.169811320754717,0.546875,0.453125,0.421875,0.078125,0.078125,0,0.421875,0.90625,0.59375,0.265625,0.171875,0.290322580645161,0.370967741935484,0.338709677419355,28.9206451612903,0.171875,0.265625,0.3125,0.140625,0.109375,0.296875
1009,1,9,2009,13.8695652173913,0.08,0.102040816326531,0.04,0.12,52.98,0.7,NA,NA,NA,NA,0.06,0.42,0.52,0.162162162162162,0.027027027027027,0.0810810810810811,0.0810810810810811,0.135135135135135,0.108108108108108,0.189189189189189,0.216216216216216,0.56,0.44,0.387755102040816,0.0612244897959184,0.0612244897959184,0.0204081632653061,0.469387755102041,0.86,0.56,0.2,0.2,0.36734693877551,0.285714285714286,0.346938775510204,28.4857142857143,0.26530612244898,0.204081632653061,0.285714285714286,0.102040816326531,0.142857142857143,0.32
1013,1,13,2009,12.4782608695652,0.108695652173913,0.123595505617978,0.0217391304347826,0.0978260869565217,57.0434782608696,0.804347826086957,NA,NA,NA,NA,0.0543478260869565,0.521739130434783,0.423913043478261,0.12,0.16,0.16,0.106666666666667,0.08,0.173333333333333,0.106666666666667,0.0933333333333333,0.467391304347826,0.532608695652174,0.478260869565217,0.0760869565217391,0.0543478260869565,0,0.391304347826087,0.815217391304348,0.619565217391304,0.217391304347826,0.184782608695652,0.321428571428571,0.297619047619048,0.380952380952381,29.2446428571429,0.152173913043478,0.184782608695652,0.391304347826087,0.16304347826087,0.108695652173913,0.239130434782609
1015,1,15,2009,15.1186440677966,0.1,0.07,0.0788177339901478,0.168316831683168,56.6453201970443,0.689655172413793,0.333333333333333,0.333333333333333,0,0.333333333333333,0.0344827586206897,0.541871921182266,0.423645320197044,0.104046242774566,0.0751445086705202,0.0982658959537572,0.127167630057803,0.109826589595376,0.202312138728324,0.127167630057803,0.15606936416185,0.54228855721393,0.45771144278607,0.373134328358209,0.0646766169154229,0.0796019900497512,0.0149253731343284,0.467661691542289,0.895522388059702,0.699507389162562,0.222772277227723,0.295,0.323076923076923,0.338461538461538,0.338461538461538,27.7848717948718,0.159203980099502,0.223880597014925,0.318407960199005,0.223880597014925,0.0746268656716418,0.263681592039801
1017,1,17,2009,16.2272727272727,0.138461538461538,0.158730158730159,0.0769230769230769,0.107692307692308,60.078125,0.707692307692308,0,0.5,0,0.5,0.107692307692308,0.538461538461538,0.353846153846154,0.18,0.14,0.12,0.08,0.14,0.16,0.12,0.06,0.553846153846154,0.446153846153846,0.353846153846154,0.123076923076923,0.0153846153846154,0.0153846153846154,0.492307692307692,0.8,0.476923076923077,0.25,0.26984126984127,0.278688524590164,0.426229508196721,0.295081967213115,28.0459016393443,0.078125,0.109375,0.34375,0.328125,0.140625,0.349206349206349
1019,1,19,2009,21.4,0.15,0.0555555555555556,0.05,0.25,54.75,0.55,NA,NA,NA,NA,0.157894736842105,0.526315789473684,0.315789473684211,0.214285714285714,0.142857142857143,0,0.142857142857143,0.214285714285714,0.142857142857143,0.142857142857143,0,0.5,0.5,0.3,0.15,0.1,0,0.45,0.8,0.45,0.25,0.3,0.263157894736842,0.315789473684211,0.421052631578947,28.8868421052632,0.05,0.15,0.25,0.3,0.25,0.45
1021,1,21,2009,14.375,0.0277777777777778,0.0694444444444444,0.0555555555555556,0.0694444444444444,50.4225352112676,0.652777777777778,NA,NA,NA,NA,0.0555555555555556,0.5,0.444444444444444,0.0847457627118644,0.0677966101694915,0.0508474576271186,0.11864406779661,0.0677966101694915,0.169491525423729,0.203389830508475,0.23728813559322,0.583333333333333,0.416666666666667,0.5,0.0833333333333333,0.0277777777777778,0,0.388888888888889,0.861111111111111,0.680555555555556,0.222222222222222,0.267605633802817,0.260869565217391,0.318840579710145,0.420289855072464,29.5744927536232,0.111111111111111,0.222222222222222,0.416666666666667,0.166666666666667,0.0833333333333333,0.277777777777778
