"","state","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","HLTHPLN1","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm"
"21",24,2012,10.4080753701211,0.0587866436745571,0.0615420891299222,0.0385547822006726,0.12184249628529,56.5151707201141,0.618170465188885,0.433333333333333,0.391666666666667,0.0416666666666667,0.133333333333333,0.0171926519076778,0.316768723504475,0.666038624587847,0.0334033038240394,0.0357762161175504,0.0566760974719357,0.0780323081135347,0.0944601624532262,0.1236652368349,0.160719174956649,0.417267500228165,0.554645024032779,0.445354975967221,0.541843636935662,0.0516753185464842,0.0526978134340098,0.0146295422369042,0.33915368884694,0.928828406069138,0.75566494764807,0.136801541425819,0.545528060811904,0.340085377082113,0.368125889344605,0.291788733573282,27.8198141792919,0.195495777291211,0.3429777916797,0.296684391617141,0.122927744760713,0.0419142946512355,0.214605305209332
"22",25,2012,11.2930271167681,0.0560825505529591,0.0552509293680297,0.0326589061345159,0.154332963784183,54.4647545195497,0.600975924135709,0.577235772357724,0.24390243902439,0.032520325203252,0.146341463414634,0.0397024639702464,0.297257089725709,0.663040446304045,0.0537473707516883,0.0616074393889073,0.0781025130078601,0.0882320380825861,0.0984722683493856,0.122882763201594,0.145854090556847,0.351101516661131,0.45963341262068,0.54036658737932,0.537686567164179,0.06875,0.0425373134328358,0.03125,0.319776119402985,0.956807251202368,0.768383200405698,0.154868968184895,0.596785939699956,0.388364147909968,0.360781752411576,0.250854099678457,27.1863534967846,0.207743066771261,0.32638087767062,0.28835771307277,0.130127820589728,0.0473905218956209,0.230754463428681
"23",26,2012,10.8150452488688,0.0690380569898642,0.0738287250384025,0.0473321858864028,0.143048256091734,56.00798691301,0.604152776454901,0.595652173913043,0.291304347826087,0.0173913043478261,0.0956521739130435,0.0125011928619143,0.350319686993034,0.637179120145052,0.0578047435190292,0.0584666298952013,0.0794263651406509,0.107335907335907,0.133480419194705,0.15819084390513,0.156646442360728,0.248648648648649,0.49866182374307,0.50133817625693,0.43518960741236,0.0577896647244245,0.0702072786321521,0.0286560320947559,0.408157417136307,0.903003634972259,0.757483317445186,0.177106456905704,0.536043465605899,0.325009948269001,0.357341822522881,0.317648229208118,28.3017379625945,0.152026704816404,0.337339055793991,0.323795898903195,0.131902718168813,0.0549356223175966,0.26390760346487
"24",27,2012,9.34507429829389,0.0490043431942965,0.0445739615826629,0.0301367619359594,0.110428945645056,53.6679045968474,0.574554956720562,0.581395348837209,0.197674418604651,0.0813953488372093,0.13953488372093,0.014137760973204,0.284563537728095,0.701298701298701,0.0371939736346516,0.0428436911487759,0.065819209039548,0.091713747645951,0.102448210922787,0.15075329566855,0.185216572504708,0.324011299435028,0.54209614908881,0.45790385091119,0.583299053887289,0.0472233648704237,0.0469765528589058,0.0243521184697655,0.298148909913616,0.915047150471505,0.81670211025683,0.161746151905122,0.624915426251691,0.370373610989588,0.370111120832969,0.259515268177443,27.3417210604602,0.204989775051125,0.367034764826176,0.292351738241309,0.100777096114519,0.0348466257668712,0.199212862167141
"25",28,2012,13.6178173719376,0.0733755328768893,0.0741029641185647,0.0642213642213642,0.115335051546392,57.0543126858916,0.648433487416538,0.596153846153846,0.230769230769231,0.0384615384615385,0.134615384615385,0.0507143776547818,0.446389496717724,0.502896125627494,0.111469368954399,0.101642868109934,0.122677721480117,0.12083525257178,0.12697681559957,0.12405957316137,0.12083525257178,0.171503147551052,0.483920761512735,0.516079238487265,0.415958815958816,0.0567567567567568,0.0656370656370656,0.0171171171171171,0.444530244530245,0.848672338231503,0.663667909009125,0.184675324675325,0.304798112218144,0.295732938484318,0.356171759321578,0.348095302194104,28.7079849239467,0.118995492594977,0.2539600772698,0.330070830650354,0.186220218931101,0.110753380553767,0.304561949196475
"26",29,2012,12.5328431372549,0.0740300282443883,0.0747495888772612,0.0570494725895112,0.138187221396731,56.7554591684116,0.610453064850459,0.676056338028169,0.147887323943662,0,0.176056338028169,0.0315883138069109,0.418211478570369,0.55020020762272,0.0692389006342495,0.0776955602536998,0.0995419309372798,0.114164904862579,0.134073291050035,0.148167723749119,0.143939393939394,0.213178294573643,0.501338488994646,0.498661511005354,0.4543429844098,0.0491462509279881,0.0596881959910913,0.0258351893095768,0.410987379361544,0.877711738484398,0.719893349133462,0.202972526647651,0.426523838261919,0.327179646292274,0.359757989450822,0.313062364256903,28.1820012410797,0.152131926905363,0.306046649829149,0.311097905214678,0.15644035061655,0.0742831674342594,0.291660428207816
"27",30,2012,11.1243542435424,0.0588235294117647,0.0533534813437173,0.0391771639893679,0.128048075811857,55.40771637122,0.563774628413412,0.688172043010753,0.0161290322580645,0.0376344086021505,0.258064516129032,0.0188286935427977,0.371375765276655,0.609795541180548,0.061029221618826,0.0734419446599431,0.0893457460563745,0.119084561675718,0.140418929402638,0.164985777088182,0.15115076286527,0.200543056633049,0.539574172645221,0.460425827354779,0.524662123137346,0.0488621924454199,0.0626082938662354,0.0231026914635555,0.340764699087444,0.851243493348756,0.761102780020764,0.177487155534797,0.563291139240506,0.375613258346296,0.366638745961469,0.257747995692234,27.3596410195046,0.188677065280185,0.334257654534951,0.291507798960139,0.130213749277874,0.0553437319468515,0.266977285963891
"28",31,2012,9.81208425720621,0.0602031200921369,0.0576153360016853,0.0371900826446281,0.101125359853442,56.3381049761418,0.589422625567204,0.572222222222222,0.15,0.0277777777777778,0.25,0.0221537175401014,0.395736454360207,0.582109828099692,0.042652371518471,0.0578603892320242,0.0787786971215476,0.110243561356485,0.137221769024589,0.16880316979373,0.1711339004778,0.233306141475353,0.57491890760699,0.42508109239301,0.559104930203377,0.0339833742876562,0.06645056726094,0.0225858733727192,0.317875254875307,0.897390303854401,0.750482953062183,0.159652357124045,0.547403525488328,0.331030731574653,0.374979602937177,0.29398966548817,27.8919477835192,0.16370478779009,0.342306084047669,0.320144260924106,0.128893999581852,0.0449508676562827,0.233094962666947
"29",32,2012,10.913148371532,0.0608695652173913,0.0561680882047015,0.0359875904860393,0.119950279676818,54.4829104634095,0.581716879900949,0.702970297029703,0.0544554455445545,0.0544554455445545,0.188118811881188,0.0310109572048791,0.336778995244987,0.632210047550134,0.0445238095238095,0.055952380952381,0.0842857142857143,0.107619047619048,0.11452380952381,0.151428571428571,0.171190476190476,0.27047619047619,0.504371357202331,0.495628642797669,0.471197679237464,0.0795690012432656,0.0619560712805636,0.0230004144218815,0.364276833816826,0.826150020721094,0.780649162704156,0.178107994976978,0.550869012293345,0.38654181184669,0.369991289198606,0.243466898954704,27.0917138501742,0.182119205298013,0.323054635761589,0.303187086092715,0.135968543046358,0.0556705298013245,0.242367210372229
"30",33,2012,10.4601121172919,0.061624649859944,0.0604682274247492,0.032898241875333,0.133297787256732,57.2229247948339,0.585258964143426,0.8,0.0909090909090909,0,0.109090909090909,0.0137077455416556,0.319803034335906,0.666489220122438,0.0357962368058743,0.0507878231604712,0.0725103258375402,0.0839834786599357,0.107847636530519,0.156646779868441,0.173321095303656,0.319106623833563,0.556326748531767,0.443673251468233,0.518582656187558,0.0479552417743439,0.0482216597842014,0.0175835886505928,0.367656853603304,0.905883919062833,0.776371870005328,0.135695997843956,0.610160282531921,0.36229462545252,0.363130047340574,0.274575327206906,27.5971720969089,0.203195739014647,0.364846870838882,0.274966711051931,0.109454061251664,0.0475366178428762,0.256555062525212
"31",34,2012,11.4140795802361,0.0521456768114096,0.0552606331947554,0.033127742099574,0.124848947401895,53.801287001287,0.596662648309117,0.549450549450549,0.296703296703297,0.021978021978022,0.131868131868132,0.0267983074753173,0.331324528785742,0.641877163738941,0.0445816186556927,0.0423715896966926,0.0695016003657979,0.0947264136564548,0.0943453741807651,0.122694711172077,0.153025453436976,0.378753238835543,0.51228928065886,0.48771071934114,0.548884746416404,0.0816995564697564,0.0479526901073472,0.0235263868355081,0.297936620170984,0.880147667239514,0.73442664632596,0.152241988140449,0.583869239013934,0.372521931339366,0.365890723216136,0.261587345444498,27.3637680458659,0.203158833269647,0.313081136160999,0.303209782193351,0.133868297032225,0.0466819513437779,0.193913331128019
"32",35,2012,11.9491289198606,0.0565778946165276,0.053395838097416,0.0343803540833809,0.13544997715852,53.8831109065808,0.590474020054695,0.553398058252427,0.0776699029126214,0.00970873786407767,0.359223300970874,0.0491765782250686,0.338746569075938,0.612076852698994,0.0756827048114434,0.0769830949284785,0.110403120936281,0.114694408322497,0.125097529258778,0.143823146944083,0.142002600780234,0.211313394018205,0.500687127805772,0.499312872194228,0.477818431282872,0.0635719185913561,0.0793505602561171,0.0392179281957466,0.340041161673908,0.835941962755627,0.769406132451841,0.169931610061435,0.454072585411987,0.372450805008945,0.362075134168157,0.265474060822898,27.3983375074538,0.181797419207491,0.276578737010392,0.317460317460317,0.159301130524152,0.0648623957976476,0.259930715935335
"33",36,2012,10.503981264637,0.0515840106153591,0.0577948034643571,0.030794701986755,0.132172470978441,53.0246437552389,0.594554455445545,0.526315789473684,0.289473684210526,0.0921052631578947,0.0921052631578947,0.0331510028178352,0.318415382065307,0.648433615116857,0.0603382013835511,0.0618754803996925,0.0880092236740968,0.0826287471176018,0.0997309761721752,0.136433512682552,0.153727901614143,0.317255956956188,0.4505,0.5495,0.525389976767342,0.0642217059409227,0.0580816461998009,0.0404912047792897,0.311815466312645,0.888925674557193,0.751695616211745,0.148523206751055,0.578356304236856,0.403684210526316,0.357368421052632,0.238947368421053,27.0095701754386,0.200866089273817,0.329780146568954,0.295136575616256,0.128914057295137,0.0453031312458361,0.219663865546219
"34",37,2012,12.4643264840183,0.0628320823142448,0.0602001017466508,0.0444781400050543,0.114726460423164,54.0459643160578,0.60993444276349,0.468571428571429,0.222857142857143,0.0228571428571429,0.285714285714286,0.0398954116059379,0.377783400809717,0.582321187584345,0.0692009783938035,0.0791887484712597,0.102629433346922,0.106706074194863,0.130248675091724,0.14655523848349,0.141561353444762,0.223909498573176,0.501097046413502,0.498902953586498,0.461765698852127,0.0715732613099257,0.0576468602295746,0.0286968264686023,0.38031735313977,0.83752107925801,0.726806291529986,0.183678690202098,0.41528007666173,0.335822910105282,0.361018626833438,0.30315846306128,28.0402357599208,0.168693009118541,0.300067544748396,0.308848362039851,0.152482269503546,0.0699088145896656,0.241809539976235
"35",38,2012,8.31723143475126,0.0605311920938851,0.0591275584039694,0.0328609570753748,0.0951109285127362,55.6056658395368,0.560360729657717,0.651162790697674,0.0232558139534884,0.0697674418604651,0.255813953488372,0.0301662220398112,0.329365893699979,0.640467884260209,0.0397366564777804,0.0425581942158476,0.0618387020926405,0.0815894662591112,0.118504584998824,0.16811662355984,0.176816364918881,0.310839407477075,0.576044453591274,0.423955546408726,0.588307945656649,0.0224372169617126,0.0611362700699876,0.0236722931247427,0.304446274186908,0.911540835219091,0.74964087830905,0.165663275897862,0.578288100208768,0.326054054054054,0.378594594594595,0.295351351351351,27.8047805405405,0.149432404540764,0.370691434468524,0.323013415892673,0.118885448916409,0.0379772961816305,0.195278525574653
