"fips","state","county","year","menthlth","heartattack","ACheartdis","stroke","asthma","age","sex","white","black","asian","race_other","educ1","educ2","educ3","income1","income2","income3","income4","income5","income6","income7","income8","married","unmarried","employed","out_of_work","homemaker","student","employ_other","hlthplan","exercise","smoke","drink","bmi_cat1","bmi_cat2","bmi_cat3","bmi_cts","genhlth_ex","genhlth_vg","genhlth_go","genhlth_fa","genhlth_po","qlactlm"
72055,72,55,2008,13.875,0.0833333333333333,0.125,0,0.208333333333333,58.75,0.5,NA,NA,NA,NA,0.208333333333333,0.375,0.416666666666667,0.263157894736842,0.157894736842105,0.315789473684211,0.157894736842105,0.0526315789473684,0.0526315789473684,0,0,0.458333333333333,0.541666666666667,0.166666666666667,0.0833333333333333,0.166666666666667,0,0.583333333333333,0.958333333333333,0.291666666666667,0.0833333333333333,0.125,0.272727272727273,0.5,0.227272727272727,27.5709090909091,0.0869565217391304,0.0869565217391304,0.304347826086957,0.434782608695652,0.0869565217391304,0.291666666666667
72057,72,57,2008,10,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.127659574468085,60.2127659574468,0.617021276595745,NA,NA,NA,NA,0.297872340425532,0.340425531914894,0.361702127659574,0.463414634146341,0.195121951219512,0.121951219512195,0.0731707317073171,0.0975609756097561,0.024390243902439,0.024390243902439,0,0.4,0.6,0.297872340425532,0.0212765957446809,0.191489361702128,0.0425531914893617,0.446808510638298,0.936170212765957,0.425531914893617,0.191489361702128,0.212765957446809,0.390243902439024,0.390243902439024,0.219512195121951,26.6878048780488,0.0851063829787234,0.0638297872340425,0.276595744680851,0.51063829787234,0.0638297872340425,0.25531914893617
72059,72,59,2008,13.4444444444444,0.0344827586206897,0.137931034482759,0.0344827586206897,0.172413793103448,49.5172413793103,0.793103448275862,NA,NA,NA,NA,0.172413793103448,0.344827586206897,0.482758620689655,0.24,0.16,0.24,0.08,0.12,0.04,0.12,0,0.586206896551724,0.413793103448276,0.379310344827586,0.103448275862069,0.310344827586207,0.0344827586206897,0.172413793103448,0.931034482758621,0.413793103448276,0.0689655172413793,0.241379310344828,0.37037037037037,0.37037037037037,0.259259259259259,26.7822222222222,0.0689655172413793,0.206896551724138,0.379310344827586,0.310344827586207,0.0344827586206897,0.206896551724138
72061,72,61,2008,14.6060606060606,0.0307692307692308,0.0852713178294574,0.0542635658914729,0.131782945736434,56.2063492063492,0.669230769230769,NA,NA,NA,NA,0.146153846153846,0.207692307692308,0.646153846153846,0.231481481481481,0.0833333333333333,0.0833333333333333,0.0462962962962963,0.12037037037037,0.111111111111111,0.157407407407407,0.166666666666667,0.484615384615385,0.515384615384615,0.446153846153846,0.0153846153846154,0.146153846153846,0.0307692307692308,0.361538461538462,0.969230769230769,0.538461538461538,0.123076923076923,0.361538461538462,0.466666666666667,0.358333333333333,0.175,25.5574166666667,0.169230769230769,0.184615384615385,0.292307692307692,0.269230769230769,0.0846153846153846,0.2
72063,72,63,2008,9.63636363636364,0.108695652173913,0.130434782608696,0,0.260869565217391,53.9347826086956,0.543478260869565,NA,NA,NA,NA,0.260869565217391,0.152173913043478,0.58695652173913,0.175,0.15,0.075,0.15,0.075,0.15,0.05,0.175,0.673913043478261,0.326086956521739,0.58695652173913,0.0217391304347826,0.108695652173913,0,0.282608695652174,0.978260869565217,0.478260869565217,0.0217391304347826,0.333333333333333,0.186046511627907,0.534883720930233,0.27906976744186,28.0004651162791,0.195652173913043,0.217391304347826,0.282608695652174,0.304347826086957,0,0.239130434782609
72065,72,65,2008,13.5294117647059,0.0222222222222222,0.0666666666666667,0,0.222222222222222,53.4222222222222,0.755555555555556,NA,NA,NA,NA,0.155555555555556,0.266666666666667,0.577777777777778,0.348837209302326,0.13953488372093,0.13953488372093,0.0465116279069767,0.186046511627907,0.0930232558139535,0.0232558139534884,0.0232558139534884,0.488888888888889,0.511111111111111,0.377777777777778,0.0888888888888889,0.133333333333333,0.0222222222222222,0.377777777777778,1,0.377777777777778,0.0444444444444444,0.155555555555556,0.285714285714286,0.452380952380952,0.261904761904762,27.6352380952381,0.2,0.0444444444444444,0.311111111111111,0.444444444444444,0,0.295454545454545
72067,72,67,2008,12.9,0.117647058823529,0.0588235294117647,0,0.0882352941176471,60.5882352941176,0.647058823529412,NA,NA,NA,NA,0.294117647058824,0.352941176470588,0.352941176470588,0.344827586206897,0.172413793103448,0.206896551724138,0.103448275862069,0.0689655172413793,0,0.0689655172413793,0.0344827586206897,0.441176470588235,0.558823529411765,0.147058823529412,0.0882352941176471,0.235294117647059,0,0.529411764705882,1,0.558823529411765,0,0.147058823529412,0.242424242424242,0.484848484848485,0.272727272727273,28.4718181818182,0.117647058823529,0.147058823529412,0.352941176470588,0.264705882352941,0.117647058823529,0.264705882352941
72069,72,69,2008,13.7222222222222,0.0845070422535211,0.126760563380282,0.0422535211267606,0.183098591549296,55.2253521126761,0.633802816901408,NA,NA,NA,NA,0.183098591549296,0.253521126760563,0.563380281690141,0.275862068965517,0.103448275862069,0.206896551724138,0.120689655172414,0.137931034482759,0.103448275862069,0.0172413793103448,0.0344827586206897,0.507042253521127,0.492957746478873,0.394366197183099,0.0563380281690141,0.169014084507042,0.0140845070422535,0.366197183098592,0.915492957746479,0.577464788732394,0.0563380281690141,0.183098591549296,0.342857142857143,0.342857142857143,0.314285714285714,28.0737142857143,0.142857142857143,0.0857142857142857,0.357142857142857,0.342857142857143,0.0714285714285714,0.228571428571429
72071,72,71,2008,12.8888888888889,0.111111111111111,0.142857142857143,0.0476190476190476,0.19047619047619,56.7903225806452,0.603174603174603,NA,NA,NA,NA,0.26984126984127,0.349206349206349,0.380952380952381,0.388888888888889,0.222222222222222,0.111111111111111,0.037037037037037,0.0740740740740741,0.0925925925925926,0.0555555555555556,0.0185185185185185,0.428571428571429,0.571428571428571,0.380952380952381,0.0317460317460317,0.26984126984127,0.0158730158730159,0.301587301587302,0.936507936507937,0.492063492063492,0.0158730158730159,0.174603174603175,0.240740740740741,0.481481481481481,0.277777777777778,27.9516666666667,0.126984126984127,0.158730158730159,0.238095238095238,0.396825396825397,0.0793650793650794,0.206349206349206
72073,72,73,2008,18.8,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.136363636363636,53.5454545454545,0.590909090909091,0,1,0,0,0.181818181818182,0.363636363636364,0.454545454545455,0.444444444444444,0.111111111111111,0.166666666666667,0.0555555555555556,0.166666666666667,0,0.0555555555555556,0,0.5,0.5,0.272727272727273,0.0454545454545455,0.227272727272727,0.0454545454545455,0.409090909090909,0.954545454545455,0.454545454545455,0.181818181818182,0.227272727272727,0.25,0.45,0.3,27.5085,0.227272727272727,0.0909090909090909,0.363636363636364,0.272727272727273,0.0454545454545455,0.272727272727273
